album,album_type,album_popularity,artists,disc_number,duration_ms,explicit,id,name,popularity,track_number,release_date,genres,stream_counts
Đừng buông tay anh,album,6,['Hồ Quang Hiếu'],1,234657,False,0i56vUySTPmdKrxUhYSb6X,Đừng buông tay anh,13,2,2012,"['v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'vinahouse']",1532275.0
"BÀI HÁT CỦA CHÚNG TA (OUR SONG VIETNAM), TẬP 10",single,22,"['OUR SONG VIETNAM', 'Quang Linh', 'Phạm Anh Duy']",1,245379,False,7fRS2YRIZ3G5d9UjPGW0lV,ĐỪNG NGOẢNH LẠI (feat. Quang Linh & Phạm Anh Duy),14,6,2024-11-05,"['vietnamese bolero', 'bolero', 'v-pop', 'vietnamese lo-fi', 'vietnam indie']",16758.0
Tôi,album,20,['Quang Dũng'],1,258186,False,32XPHkMstiWLlFvM9TnJ1A,Anh Còn Nợ Em,29,1,2006-09-25,"['vietnamese bolero', 'v-pop', 'bolero']",1396555.0
Đừng Buông Tay Anh (Remix),single,5,"['H2O Vinahouse', 'Hồ Quang Hiếu']",1,264165,False,5PCKX8465BYkKQ28B2gKBL,Đừng Buông Tay Anh (Remix),12,1,2024-09-07,"['vinahouse', 'vietnamese bolero', 't-pop', 'v-pop', 'vietnamese lo-fi']",8011.0
Yêu,album,18,['Quang Dũng'],1,348212,False,4wnjWUzVM81Nibuufu5LT1,Vì Đó Là Em,25,7,2018-09-12,"['vietnamese bolero', 'v-pop', 'bolero']",1540253.0
Em,album,21,"['Quang Dũng', 'Thanh Thảo']",1,294373,False,7hPGsCfhNjwPe3dNfOh5hD,Vị Ngọt Đôi Môi,25,9,2023-01-13,"['vietnamese bolero', 'v-pop', 'vinahouse', 'bolero']",1284340.0
Tuyển Tập Của Hồ Quang Hiếu (Tường Quân),single,3,['Hồ Quang Hiếu'],1,299836,False,1ZY7nWTbSpOiQ2Ykp4axyK,Đừng Bắt Anh Mạnh Mẽ,9,2,2019-06-14,"['v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'vinahouse']",343368.0
Không Còn Ai - Nói Dối,single,6,"['Lương Tùng Quang', 'Tâm Đoan']",1,243053,False,2ElY7DdYkwlHJgyFtpexCg,Đừng Tin Lời Nhân Gian,13,3,2002-10-10,"['vietnamese bolero', 'v-pop', 'bolero', 'traditional music']",20423.0
Anh Sẽ Đến… Giấc Mơ Buồn,album,1,['Quang Dũng'],1,319777,False,7praRmEDqPTkME6imNsXLa,Anh Sẽ Đến,3,1,2025-02-07,"['vietnamese bolero', 'v-pop', 'bolero']",133514.0
Anh Sẽ Đến… Giấc Mơ Buồn,album,1,['Quang Dũng'],1,308127,False,4QZ7GAbQW7jHwxUinJKwfu,Đêm Thấy Ta Là Thác Đổ,2,4,2025-02-07,"['vietnamese bolero', 'v-pop', 'bolero']",
Anh Sẽ Đến… Giấc Mơ Buồn,album,1,['Quang Dũng'],1,301413,False,3BI4YAY78FV7zSg8AWdGrs,Hoài Cảm,0,6,2025-02-07,"['vietnamese bolero', 'v-pop', 'bolero']",43814.0
Anh Sẽ Đến… Giấc Mơ Buồn,album,1,['Quang Dũng'],1,280097,False,7wZPQ3YrO3YiS2fNI4KIMY,Còn Mãi Nơi Đây,0,3,2025-02-07,"['vietnamese bolero', 'v-pop', 'bolero']",9674.0
Anh Sẽ Đến… Giấc Mơ Buồn,album,1,['Quang Dũng'],1,295915,False,4prJIfabpaYKQegLZJNRPn,Giấc Mơ Buồn,0,5,2025-02-07,"['vietnamese bolero', 'v-pop', 'bolero']",129694.0
Anh Sẽ Đến… Giấc Mơ Buồn,album,1,"['Quang Dũng', 'Mỹ Linh']",1,276884,False,2XsYHCDgTXMwUcgMjaaxw5,Người Đi Như Nắng Phai,0,8,2025-02-07,"['vietnamese bolero', 'v-pop', 'bolero']",7253.0
Anh Sẽ Đến… Giấc Mơ Buồn,album,1,['Quang Dũng'],1,346945,False,2jSaRqPKNHWwYqKUoZmfyU,Tìm Bóng,0,10,2025-02-07,"['vietnamese bolero', 'v-pop', 'bolero']",5729.0
Anh Sẽ Đến… Giấc Mơ Buồn,album,1,['Quang Dũng'],1,301962,False,3XaLV7xPWBi0Hn9lRJdwgT,Một Dại Khờ… Một Tôi,0,7,2025-02-07,"['vietnamese bolero', 'v-pop', 'bolero']",21501.0
Anh Sẽ Đến… Giấc Mơ Buồn,album,1,['Quang Dũng'],1,343967,False,03puk5dcCliAGAxHHK0M3t,Người Qua Bóng Tối,0,9,2025-02-07,"['vietnamese bolero', 'v-pop', 'bolero']",5107.0
Anh Sẽ Đến… Giấc Mơ Buồn,album,1,['Quang Dũng'],1,324009,False,3cKRI9BvwBamuKde6MGNwf,Chiếc Lá Thu Phai,0,2,2025-02-07,"['vietnamese bolero', 'v-pop', 'bolero']",241203.0
Mai Em Về Bên Ấy 2,album,10,['Quang Dũng'],1,271655,False,5pPwmf7E6i7pT2fM8s7XBE,Chân Tình,18,7,2018-08-08,"['vietnamese bolero', 'v-pop', 'bolero']",686080.0
Nhạc Xuân Quang Dũng Chọn Lọc,album,22,['Quang Dũng'],1,299000,False,2AoMtfqD5EZK6ZE9NuFpkT,Xuân Và Tuổi Trẻ,21,29,2021-12-28,"['vietnamese bolero', 'v-pop', 'bolero']",39496.0
Biển Nghìn Thu Ở Lại,album,16,['Quang Dũng'],1,289410,False,6W3pe2JIv7keOiW3NvWb06,Còn Ta Với Nồng Nàn,21,4,2018-07-16,"['vietnamese bolero', 'v-pop', 'bolero']",710701.0
Đừng Buông Tay Anh (Remix House),single,3,"['H2O Houselak', 'Hồ Quang Hiếu', 'Rin V']",1,261284,False,2Gs2cQl16NXfDIrVyws6OJ,Đừng Buông Tay Anh - Remix House,8,1,2024-04-20,"['v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'vinahouse']",13955.0
Bài Thơ Không Đoạn Kết,album,13,['Quang Dũng'],1,293026,False,0DzeaHPKz0WIxVrWx49dCE,Để Nhớ Một Thời Ta Đã Yêu,21,7,2014-12-10,"['vietnamese bolero', 'v-pop', 'bolero']",385480.0
Mùa Xuân Xa Quê,album,15,"['Thiên Quang', 'Quỳnh Trang']",1,344279,False,7CRBFBYt1qPuP1zH9v9QVg,Đừng Trả Cho Nhau,10,11,2021-08-01,"['vietnamese bolero', 'bolero']",148205.0
Đừng buông tay anh,album,14,['Hồ Quang Hiếu'],1,277315,False,4btv1zVPr43pwpYwgzQPxn,Túp lều lý tưởng,21,6,2012,"['v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'vinahouse']",523538.0
Em,album,21,"['Quang Dũng', 'Mỹ Tâm']",1,314320,False,10A6uazeG5AxvpjKDnBTNn,Yêu Thương Mong Manh,21,11,2023-01-13,"['vietnamese bolero', 'v-pop', 'bolero', 'vietnam indie']",741731.0
Bài Tình Ca Của Em,album,11,"['Thanh Hà', 'Quang Dũng']",1,371853,False,1IzwblTuGJ0YVPIVRLTWlI,Biển Nhớ- Xin Còn Gọi Tên Nhau,20,8,2018-08-28,"['vietnamese bolero', 'v-pop', 'bolero']",465659.0
Nhạc Xuân Quang Dũng Chọn Lọc,album,22,['Quang Dũng'],1,322826,False,7bXr1pXnMiCpBfKJSkbzVe,Ru Em Từng Ngón Xuân Nồng,19,22,2021-12-28,"['vietnamese bolero', 'v-pop', 'bolero']",564597.0
Phôi Pha,compilation,12,"['Thanh Hà', 'Quang Dũng', 'Elvis Phương', 'Đàm Vĩnh Hưng', 'Rebecca Quỳnh Giao']",1,371853,False,2oirnObgKxUMH3hWzZwfTO,Liên Khúc Biển Nhớ - Xin Còn Gọi Tên Nhau,20,27,2022-08-27,"['vietnamese bolero', 'v-pop', 'vinahouse', 'bolero']",465659.0
Mai Em Về Bên Ấy 2,compilation,13,['Quang Dũng'],1,271586,False,59QYliJ8WiuyLbjeFHPWFp,Chân tình,22,8,2012-01-01,"['vietnamese bolero', 'v-pop', 'bolero']",686080.0
Tình Ca Phạm Duy,album,15,['Quang Dũng'],1,301453,False,0mJHPa2TjVxPSX8eLSU9Is,Cây Đàn Bỏ Quên,19,3,2013-02-21,"['vietnamese bolero', 'v-pop', 'bolero']",740859.0
Một Đời Em Đã Yêu,album,16,"['Minh Tuyết', 'Quang Dũng']",1,366466,False,3Qtfn8Em55T9X9pTTvfK1f,Vẫn Yêu Một Người,21,5,2013-01-01,"['vietnamese bolero', 'v-pop', 'vinahouse', 'bolero']",1077272.0
Những Bản Nhạc Hay Nhất Của Yangg Slowed,single,3,"['yangg slowed', 'Quang Hùng MasterD']",1,281913,False,2oF0TIyJTE5TivGuYMqHgx,Đừng Khóc Một Mình (Slowed),5,3,2022-03-01,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']",19061.0
Anh sợ,album,4,['Hồ Quang Hiếu'],1,273832,False,0q525k9fyjZUoEdCnNPcYx,Đừng buông tay anh - Remix,6,3,2024-08-09,"['v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'vinahouse']",1823.0
Em,album,21,"['Quang Dũng', 'Lệ Quyên']",1,321573,False,1M67TUOzFxZ6311PqvnEUR,Thêm Một Lần Yêu Thương,18,8,2023-01-13,"['vietnamese bolero', 'v-pop', 'bolero']",323645.0
Phố Mùa Đông (Top Hits 66),compilation,10,['Quang Dũng'],1,283746,False,5fD0IXtnN2JNWZLfxJ4kQo,Tuyết Rơi Mùa Hè,17,2,2014-01-01,"['vietnamese bolero', 'v-pop', 'bolero']",62346.0
vi ta can nhau,album,9,"['Hồng Nhung', 'Quang Dũng']",1,284640,False,522GaQWv7Bu85WQiHek943,Phoi Pha,16,8,2007-01-01,"['v-pop', 'vietnamese bolero', 'bolero']",379167.0
Đừng Bắt Anh Mạnh Mẽ,single,1,['Hồ Quang Hiếu'],1,299836,False,2tKdWfthHsuu7DTCISCZbS,Đừng Bắt Anh Mạnh Mẽ,4,1,2024-02-25,"['v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'vinahouse']",343368.0
Những Gì Còn Lại,album,13,['Quang Dũng'],1,303920,False,4Hwp4vZGLzvRUuVx8QMkvR,Đời Có Bao Nhiêu Ngày Vui,16,1,2014-10-15,"['vietnamese bolero', 'v-pop', 'bolero']",108421.0
Mini show 15 năm,album,19,['Hồ Quang Hiếu'],1,215189,False,4ZPhti156pYbutpMRJT2le,Đừng Buông Tay Anh Mixing,6,4,2022-11-06,"['v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'vinahouse']",44030.0
Nhạc Xuân Quang Dũng Chọn Lọc,album,22,['Quang Dũng'],1,332026,False,6Seq3DJvKda1TGJ4rygOJq,Anh Cho Em Mùa Xuân,16,1,2021-12-28,"['vietnamese bolero', 'v-pop', 'bolero']",102955.0
The Best Of Quang Dũng,compilation,18,['Quang Dũng'],1,305528,False,6QpXLiFHoXdnwXfqvzBoPY,Em Đã Thấy Mùa Xuân Chưa,16,15,2018-07-31,"['vietnamese bolero', 'v-pop', 'bolero']",232081.0
Và,album,9,['Quang Dũng'],1,308768,False,7wnY088ghBk23WavViKVyX,Một Lần Nào Cho Tôi Gặp Lại Em,16,4,2020-05-25,"['vietnamese bolero', 'v-pop', 'bolero']",219441.0
Đừng Chờ,single,1,"['ICM', 'Quang Đông', 'K-ICM']",1,216620,False,0GF2whUbdnEnvNjC3ze54q,Đừng Chờ,3,1,2023-04-18,"['vinahouse', 'v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",13476.0
Những Tình Khúc Trịnh Công Sơn,album,15,['Quang Dũng'],1,280528,False,35jeJQszsCJ9sNI1fNs1mo,Còn Tuổi Nào Cho Em,15,2,2011-04-18,"['vietnamese bolero', 'v-pop', 'bolero']",237529.0
Từ Em Mà Ra,single,36,"['Lil Zpoet', 'Đức Anh']",1,227942,False,1Up8B0iFpeg5IN2C7gFFNa,Từ Em Mà Ra,46,1,2022-05-23,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']",2314205.0
Hoàng Hôn Nhớ (Hoa Vương Original SoundTrack),single,34,['Anh Tú'],1,344000,False,3lgCCIj5kUu8IAbJarm9oz,Hoàng Hôn Nhớ - Hoa Vương Original SoundTrack,44,1,2024-01-10,"['v-pop', 'vietnamese hip hop']",4167643.0
MeMe CL6,album,0,"['Huyền Anh', 'MeMe Media']",1,225477,False,2Rd5ePH4P0IEKlTUcY6J07,Tự Mình Suy Diễn - SS Remix,0,3,2025-02-15,"['v-pop', 'vietnamese lo-fi', 'vinahouse']",
Mình Đừng Quên Nhau (new version),single,34,['Anh Tú Atus'],1,187000,False,7r2bhucqMHppJs0pLCyL7I,Mình Đừng Quên Nhau - new version,44,1,2025-01-15,"['v-pop', 'vietnamese hip hop']",267890.0
Từng Yêu,single,18,['Phan Duy Anh'],1,304501,False,6qgVCiTP3C2cDuq3rXnyjN,Từng Yêu,27,1,2022-03-03,"['v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'vinahouse']",2080402.0
"ANH TRAI ""SAY HI"", Tập 12",album,47,"['ANH TRAI ""SAY HI""', 'Captain Boy']",1,274153,False,4I4lYPbzEACPWxT0w7XQjb,KIM TỰ THÁP (feat. CAPTAIN),40,6,2024-09-02,"['v-pop', 'vietnamese hip hop']",1401968.0
"ANH TRAI ""SAY HI"", Chung Kết 1",album,58,"['ANH TRAI ""SAY HI""', 'Anh Tú']",1,314285,False,5ZFkQ67FtnmtWLVh2AkAhi,ĐOÁ HỒNG CHƠI VƠI (feat. Anh Tú),40,14,2024-08-31,"['v-pop', 'vietnamese hip hop']",1372636.0
"ANH TRAI ""SAY HI"", Tập 8",single,41,"['ANH TRAI ""SAY HI""', 'Anh Tú', 'Captain Boy', 'Hải Đăng Doo', 'Vũ Thịnh', 'Lyly']",1,240000,False,6BZeaMbVdYTWI0K0U8tS93,"NGƯỜI TÌNH CỦA NẮNG (feat. Anh Tú, Captain, Hải Đăng Doo, Vũ Thịnh & LyLy)",38,1,2024-08-12,"['vinahouse', 'v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",1355683.0
"ANH TRAI ""SAY HI"", Chung Kết 1",album,58,"['ANH TRAI ""SAY HI""', 'Captain Boy']",1,274153,False,4OlF39T8O3SkLDaBQ6u2On,KIM TỰ THÁP (feat. CAPTAIN),37,6,2024-08-31,"['v-pop', 'vietnamese hip hop']",1406796.0
Lỗi Tại Mưa x Quan Sơn Tửu (AnhVu Remix),single,29,['AnhVu'],1,252591,False,1TTFzOQf8boLKgiNOe5E8l,Lỗi Tại Mưa x Quan Sơn Tửu (AnhVu Remix),38,1,2023-05-20,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']",795967.0
Chị Đẹp Đạp Gió 2024 - Chung Kết,album,44,"['Chị Đẹp Đạp Gió Rẽ Sóng', 'Tuimi', 'Kiều Anh', 'Xuân Nghi', 'Thiều Bảo Trâm']",1,293333,False,0HZSkf4EfeSICdWjz5Wll9,THANH XUÂN (HỒI ĐÁP),38,2,2025-01-18,"['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",110902.0
Tuyển Tập Bài Hát Hit Của Anh Quân Idol,album,23,"['Anh Quân Idol', 'DJ Thanh Nguyễn', 'DJ Anh Châu']",1,292167,False,1Dc1IdB6Nw1DjjFCOZeuVP,"Cám Ơn Vì Tất Cả (feat. DJ Thành Nguyễn, DJ Ánh Chẫu) - Remix",31,1,2019-07-01,"['v-pop', 'vietnamese lo-fi', 'lo-fi', 'vinahouse']",980186.0
Bài này không để đi diễn,single,29,['Anh Tú Atus'],1,178520,False,2DeraySaI3fomlDF6S2NZa,Bài này không để đi diễn,38,1,2022-10-17,"['v-pop', 'vietnamese hip hop']",3258019.0
Cung Tên Tình Yêu,single,34,['Pháp Kiều'],1,207272,False,0VNF2lepEjjJTpNpdDKEAT,Cung Tên Tình Yêu,44,1,2024-10-25,"['v-pop', 'vietnamese hip hop']",998995.0
"ANH TRAI ""SAY HI"", Chung Kết 1",album,58,"['ANH TRAI ""SAY HI""', 'Pháp Kiều']",1,229714,False,2YuiUu5acrohsF8uEiezyN,COLORS (feat. Pháp Kiều),35,11,2024-08-31,"['v-pop', 'vietnamese hip hop']",771526.0
DOC,single,24,['Pháp Kiều'],1,184000,False,4m7Fdk4SWbzH2WOErXmDiO,DOC,34,1,2024-06-18,"['v-pop', 'vietnamese hip hop']",381998.0
Rap Việt Mùa 3 (2023) - Tập 15,album,42,"['RAP VIỆT', 'Pháp Kiều']",1,202105,False,3nkG7srXxyvQpEgiMjQgDm,Lối Đi Riêng (feat. Pháp Kiều),31,4,2023-09-03,"['v-pop', 'vietnamese hip hop']",1163814.0
Rap Việt Mùa 3 (2023) - Tập 1,album,33,"['RAP VIỆT', 'Pháp Kiều']",1,154285,False,6z6ufG09fgDiG8gVwVP9Cw,Hoa Hồng Gai...y! (feat. Pháp Kiều),31,4,2023-05-28,"['v-pop', 'vietnamese hip hop']",1913754.0
KHÔNG YÊU ĐẾN THẾ ĐÂU (feat. Pháp Kiều),single,20,"['OgeNus', 'Pháp Kiều']",1,184000,False,0TKNBQm1jzoVz98QPRz6kL,KHÔNG YÊU ĐẾN THẾ ĐÂU (feat. Pháp Kiều),30,1,2023-12-08,"['v-pop', 'vietnamese hip hop']",666338.0
"ANH TRAI ""SAY HI"", Tập 13",album,42,"['ANH TRAI ""SAY HI""', 'Pháp Kiều']",1,229714,False,7Ir2PodNdl0kHg0zD7LbHj,COLORS (feat. Pháp Kiều),27,3,2024-09-09,"['v-pop', 'vietnamese hip hop']",773304.0
Rap Việt Mùa 3 (2023) - Tập 14,single,31,"['RAP VIỆT', 'Pháp Kiều', 'Dương Hoàng Yến']",1,203085,False,1q83e1qvjHBPCgOvdGSKZ0,Say Bye! (feat. Pháp Kiều & Dương Hoàng Yến),27,6,2023-08-27,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop']",1052079.0
"BÀI HÁT CỦA CHÚNG TA (OUR SONG VIETNAM), TẬP 7",single,16,"['OUR SONG VIETNAM', 'Mai Tiến Dũng', 'Pháp Kiều']",1,261713,False,1gnMqKPz4aRjtBwh3JoLX5,NỖI NHỚ ĐẦY VƠI (feat. Mai Tiến Dũng & Pháp Kiều),24,2,2024-10-15,"['v-pop', 'vietnamese bolero', 'vietnam indie', 'vietnamese hip hop']",78681.0
Rap Việt Mùa 3 (2023) - Tập 10,single,25,"['RAP VIỆT', 'Pháp Kiều', 'Snoop Dee']",1,230322,False,2SqS42nIu3vLVYOaFelbar,Hổng Có Ưa (feat. Pháp Kiều & Snoop Dee),22,4,2023-07-30,"['v-pop', 'vietnamese hip hop']",872137.0
Tóc Ngắn Ngắn,single,14,"['Mỹ Linh', 'Liu Grace', 'Pháp Kiều', 'DuongK']",1,212459,False,7fTSibEM9ysT6px7SfasDo,Tóc Ngắn Ngắn,23,1,2024-01-13,"['vietnamese bolero', 'v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",255814.0
Dám Đam Mê Dám Rực Rỡ,single,33,"['Mỹ Linh', 'Liu Grace', 'Pháp Kiều', 'DuongK']",1,212459,False,2G1laBTRUnJadEUQbPXXKc,Tóc Ngắn Ngắn,20,2,2024-01-25,"['vietnamese bolero', 'v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",255814.0
Tết Bao Vui,single,10,"['Pháp Kiều', 'Nhật Hoàng']",1,120000,False,6kZ6BFRvxE4Nwu0WpLDXME,Tết Bao Vui,18,1,2024-12-25,"['v-pop', 'vietnamese hip hop']",10799.0
Hôn Thật Lâu,single,8,['Pháp Kiều'],1,216521,False,4HBOISRb1Mqve5jRp3mc7g,Hôn Thật Lâu,16,1,2023-04-03,"['v-pop', 'vietnamese hip hop']",111081.0
Rap Việt Mùa 3 - Vòng 2,album,43,"['RAP VIỆT', 'Pháp Kiều', 'Snoop Dee']",1,230322,False,3JgTifVzhC0gEgebv9qj2n,Hổng Có Ưa (feat. Pháp Kiều & Snoop Dee),14,16,2023-08-09,"['v-pop', 'vietnamese hip hop']",872391.0
Rap Việt Mùa 3 - Vòng 1,album,41,"['RAP VIỆT', 'Pháp Kiều']",1,154285,False,3NwuwVKHURURv5D1sS7oh2,Hoa Hồng Gai...y! (feat. Pháp Kiều),11,4,2023-07-21,"['v-pop', 'vietnamese hip hop']",1914617.0
Cơn Lốc Vô Cực - GrabUnlimited,single,4,"['Grab', 'Pháp Kiều', 'HURRYKNG', 'Kriss Ngo']",1,61500,False,0XQwlEOTPf5OibtlSO47hk,Cơn Lốc Vô Cực - GrabUnlimited,10,1,2023-09-26,"['v-pop', 'vietnam indie', 'vietnamese hip hop']",12972.0
Tập 17: The Masked Singer Vietnam All-star Concert 2023,album,19,"['The Masked Singer', 'Nàng Tiên Hoa', 'Pháp Kiều']",1,277251,False,1MeaHq7Xvo5vLSoOvBIUFj,Khôn Ngoan,10,6,2024-01-10,"['v-pop', 'vietnamese hip hop']",23633.0
Rap Viet Remix,album,20,"['RAP VIỆT REMIX', 'Pháp Kiều', 'Soundtrack Record']",1,207157,False,5DESORxtOdAVFBlJVnP3XP,Lối Đi Riêng (feat. Pháp Kiều) - Remix,7,19,2024-07-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",3562.0
Rap Melody VN,album,14,"['RAP VIỆT REMIX', 'Pháp Kiều', 'Dương Hoàng Yến']",1,194596,False,2W5tNBW3ZiBdf6utHOxvfL,Say Bye! (feat. Pháp Kiều & Dương Hoàng Yến) - Lofi Minn,7,20,2024-07-01,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']",4602.0
Rap Vie Remix,album,15,"['RAP VIỆT REMIX', 'Pháp Kiều', 'Snoop Dee', 'Nhựt Trường']",1,216098,False,121xslpCmbY7NIwYPIdZJV,"Hổng Có Ưa (feat. Pháp Kiều, Snoop Dee & Nhựt Trường)",7,32,2024-07-01,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']",3685.0
Rap Vie Remix,album,15,"['RAP VIỆT REMIX', 'Pháp Kiều', 'Hoàng LV']",1,211687,False,7xAfFdvM1vEXNS1am3irYb,Lối Đi Riêng (feat. Pháp Kiều & Hoàng LV),3,37,2024-07-01,"['v-pop', 'vinahouse', 'vietnamese hip hop']",2065.0
Cơn Lốc Vô Cực - GrabUnlimited,single,0,"['Grab', 'Pháp Kiều', 'HURRYKNG', 'Kriss Ngo']",1,61500,False,4wuqZBpZ0iXPQHqcvwjlAL,Cơn Lốc Vô Cực - GrabUnlimited,0,1,2023-09-26,"['v-pop', 'vietnam indie', 'vietnamese hip hop']",12972.0
Em Có Nghe,single,39,['Kha'],1,255129,False,6wooxhJ2v4PRjWQrcuMSjl,Em Có Nghe,48,1,2022-02-26,"['vinahouse', 'v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",10977104.0
Đoạn Đường Sao Băng,single,37,['Kha'],1,237600,False,56AfqGeI0OKXX1C4XeBTdR,Đoạn Đường Sao Băng,47,1,2021-07-17,"['vinahouse', 'v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",5285052.0
lovely (with Khalid),single,74,"['Billie Eilish', 'Khalid']",1,200185,False,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),84,1,2018-04-19,[],3204146286.0
Lời Yêu Ngây Dại,single,30,['Kha'],1,279826,False,7gVus5T5qCYJNXgOu7PicJ,Lời Yêu Ngây Dại,40,1,2019-12-20,"['vinahouse', 'v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",3235785.0
Cánh Hoa Héo Tàn (Domino Remix),single,30,"['Khánh Phương', 'Domino']",1,262843,False,4wZPYULe2j5H1rrxr0wBxF,Cánh Hoa Héo Tàn - Domino Remix,39,1,2024-09-06,"['v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'vinahouse']",695311.0
Khắc Việt Tuyển Tập: Những Ca Khúc Hay Nhất,album,36,['Khắc Việt'],1,260048,False,0d5gILNgbEdAxHPP2UolI0,Tội Cho Cô Gái Đó,38,9,2019-12-10,"['v-pop', 'vietnamese bolero', 'vinahouse']",1810476.0
H In My Arms,single,28,['Kha'],1,192857,False,2SNuMe4QFq4TI2s6l1tR7T,H In My Arms,38,1,2021-01-22,"['vinahouse', 'v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",3278127.0
Anh Chang Sao Ma,single,30,['Khang Viet'],1,318803,False,4YWG9mclgc7OIasZwstOJ7,Anh Chang Sao Ma,39,1,2018-10-11,"['v-pop', 'vietnamese lo-fi', 'vinahouse']",2218028.0
Không Thể Cố,single,27,"['Sino', 'Hayho', 'Khang.']",1,213593,False,0rh3hWB0b3JNWyMtdmECVw,Không Thể Cố,37,1,2024-08-26,['v-pop'],283994.0
Em Nên Dừng Lại,single,29,['Khang Viet'],1,368309,False,4FjD8VdIvL3xaSK7aSPaKG,Em Nên Dừng Lại,39,1,2022-06-29,"['v-pop', 'vietnamese lo-fi', 'vinahouse']",2452255.0
American Teen,album,74,['Khalid'],1,202546,False,5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,77,2,2017-04-27,[],1682703045.0
Suncity,album,65,['Khalid'],1,229320,True,2OpBganfGk2GVdSlRdxzaX,Better,74,6,2018-10-19,[],1503956500.0
See You Again (feat. Charlie Puth),single,68,"['Wiz Khalifa', 'Charlie Puth']",1,229525,False,2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),78,1,2015,"['rap', 'pop', 'soft pop']",2073651199.0
EM ĐAU,single,37,"['Phùng Khánh Linh', 'Thành Luke']",1,300221,False,3GI7qWDdLQKrEMJd8M7lgg,EM ĐAU,46,1,2025-01-03,"['v-pop', 'vietnam indie', 'city pop']",555638.0
Kẻ Cô Đơn Trong Thành Phố,single,27,['Khải'],1,206427,False,5PxZKaF0YQofp0ofsUcytc,Kẻ Cô Đơn Trong Thành Phố,37,1,2024-10-10,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']",3965373.0
FRIENDS KEEP SECRETS,album,67,"['benny blanco', 'Halsey', 'Khalid']",1,170769,False,7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),76,1,2018-12-07,[],1889772558.0
Hôm Nay Em Cưới Rồi,single,27,['Khải Đăng'],1,335619,False,2BANezde1nZC6fxCqnjCyz,Hôm Nay Em Cưới Rồi,37,1,2020-07-20,"['v-pop', 'vietnamese bolero', 'vietnamese lo-fi', 'vinahouse']",1947142.0
Silence,single,65,"['Marshmello', 'Khalid']",1,180822,False,7vGuf3Y35N4wmASOKLUVVU,Silence,75,1,2017-08-11,['edm'],1754531157.0
ƯỚC ANH TAN NÁT CON TIM,single,32,['Phùng Khánh Linh'],1,230599,False,4r12MbGoZQBt6SQpFyFXq8,ƯỚC ANH TAN NÁT CON TIM,42,1,2024-09-06,"['v-pop', 'vietnam indie', 'city pop']",1732980.0
American Teen,album,74,['Khalid'],1,219080,False,152lZdxL1OR0ZMW6KquMif,Location,74,3,2017-04-27,[],1464493933.0
Hôm Nay Tôi Buồn (The 5th Anniversary),single,31,['Phùng Khánh Linh'],1,275820,False,5yl0184ULGd2nu4hgAvElc,Hôm Nay Tôi Buồn - Remastered 2023,40,2,2023-02-01,"['v-pop', 'vietnam indie', 'city pop']",10494607.0
Landed In Brooklyn,single,54,['Khantrast'],1,112344,True,76OmdO5k80CJPhH9SzfQOS,Landed In Brooklyn,64,1,2024-07-26,"['meme rap', 'anime rap', 'nerdcore', 'anime']",16251172.0
Eastside (with Halsey & Khalid),single,59,"['benny blanco', 'Halsey', 'Khalid']",1,173799,False,0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),69,1,2018-07-12,[],1889772558.0
