album,album_type,album_popularity,artists,available_markets,disc_number,duration_ms,explicit,id,is_local,is_playable,name,popularity,track_number,type,release_date,genres
Проси пробачення,single,33,['анастимоза'],185,1,170109,False,1RvNqSMtDshenVWMFtNi6D,False,True,Проси пробачення,43,1,track,2021-11-24,[]
שני ילדים בעולם,single,33,['Nathan Goshen'],185,1,186263,False,3qWDOGP2SBMLQ3nzMIkNbz,False,True,שני ילדים בעולם,43,1,track,2021-03-14,['mizrahi']
אלבום 2,album,48,['Eden Hason'],185,1,169846,False,3RBpmZJ0YG9abVBXI2U1UO,False,True,את חסרה לי,48,4,track,2021-12-01,['mizrahi']
Si No Estás,single,43,['Penyair'],185,1,209104,False,2lnGuF67mQiLNrZC2EotEi,False,True,Si No Estás,53,1,track,2021-12-03,['latin hip hop']
Vai Lá Em Casa Hoje (Ao Vivo),single,55,"['George Henrique & Rodrigo', 'Marília Mendonça']",185,1,191523,False,7IIDB25xKfPbw595U53Ose,False,True,Vai Lá Em Casa Hoje - Ao Vivo,66,1,track,2021-10-22,"['sertanejo universitário', 'arrocha', 'agronejo', 'forró', 'sertanejo']"
אני שלך,single,34,['Avraham Tal'],178,1,193548,False,5rg4MXC9LBysvrBLrt6i3O,False,True,אני שלך,44,1,track,2021-02-17,['mizrahi']
Жива і не залізна,album,36,"['MONATIK', 'The Hardkiss']",183,1,219653,False,4lMPvLuYEPzfhH91hmo6SD,False,True,Кобра,41,7,track,2021-05-21,[]
Guaro (Remix),single,53,"['Pipe Bueno', 'Jessi Uribe', 'Yeison Jimenez', 'Carin Leon', 'Alzate', 'Darío Gómez', 'Luis Alberto Posada', 'El Charrito Negro', 'Jhonny Rivera', 'Jhon Alex Castaño']",185,1,222285,False,5sMHuOIvtsSuFZafTcF19Q,False,True,Guaro (Remix),63,1,track,2021-09-16,"['corrido', 'norteño', 'bolero', 'sierreño', 'colombian pop', 'sad sierreño', 'banda', 'música mexicana', 'ranchera', 'popular colombian music', 'vallenato', 'grupera']"
Hundra,single,38,"['LaStreet', '01an']",185,1,124000,False,2GkXP6qC29AWzM6UWNVEon,False,True,Hundra,48,1,track,2021-11-26,[]
Si Te Interesa,single,54,['Beéle'],185,1,232500,False,3cuxPiF5W1ID8R5Mmr36gS,False,True,Si Te Interesa,64,1,track,2021-11-10,['reggaeton']
Hödn,single,35,['Seiler und Speer'],184,1,243383,False,4C1gSmx0KdhIg6YcA7HOQp,False,True,Hödn,45,1,track,2021-06-04,"['german pop', 'schlager']"
ROMEO,album,41,['CA$HANOVA BULHAR'],185,1,170823,True,7hQ9wsAGr9UkOpymH0vo7C,False,True,Mizim v davu,42,2,track,2021-06-07,[]
DRAMAT.,album,51,"['Kukon', 'Julia Mikuła', 'Ka-Meal']",183,1,173764,False,5Va6bO59m6rUztW2inkiAP,False,True,kokaina nie pomaga ci w depresji,54,1,track,2021-03-28,[]
$ad Boyz 4 Life,album,66,['Junior H'],185,1,282000,True,54udnumOCHpq4SRpbKleat,False,True,1004 KM,67,12,track,2021-02-12,"['corridos tumbados', 'corrido', 'sierreño', 'sad sierreño', 'banda', 'corridos bélicos', 'música mexicana']"
Dalga,single,49,['Batuflex'],185,1,125422,False,3P0WmQXWzV3yqFyfgVolrT,False,True,Dalga,59,1,track,2021-09-17,"['turkish hip hop', 'drill']"
Groupies,single,51,"['Doode', 'Teto', 'Matuê']",185,1,164571,False,3ua3rqwBNmeGeQfcKnA3bT,False,True,Groupies,61,1,track,2021-09-28,"['trap', 'trap funk', 'brazilian hip hop', 'brazilian trap']"
Tarkotin sua,single,35,['KUUMAA'],184,1,224246,False,1oT5kXOMtvvVgoJzv5WoOV,False,True,Tarkotin sua,45,1,track,2021-08-27,"['iskelmä', 'finnish pop']"
Çözemezsin,single,55,['Dedublüman'],185,1,277166,False,1zMcj4YDWun0XN0BCzZc4P,False,True,Çözemezsin,65,1,track,2021-04-02,"['arabesk', 'turkish pop']"
Ik Wil Alleen Maar Jou,single,38,['Robert van Hemert'],185,1,155515,False,0UmExDzWVSlbK9ydJTIE2f,False,True,Ik Wil Alleen Maar Jou,48,1,track,2021-10-01,[]
Medallo Bullies,single,46,"[""Oblivion's Mighty Trash""]",185,1,152500,True,6amm90y89jmY2fBjUeT2dL,False,True,Medallo Bullies,56,1,track,2021-07-11,['latin hip hop']
השחור החדש יותר,album,37,['Guy Mazig'],185,1,269769,False,508iJgohDzSoRxTdJrzK3i,False,True,אנחנו,42,1,track,2021-02-19,['mizrahi']
Ciche dni,album,53,['Kaśka Sochacka'],185,1,247343,False,06OpgygkcUcuMXDjdagmwh,False,True,Wiśnia,53,1,track,2021-03-26,[]
Tesla,album,42,['Benjamin Hav'],185,1,203497,False,2cawJP5YFZrCvBQQ2kBZAH,False,True,Den Dejligste Boy,46,2,track,2021-03-05,['dansktop']
Ministory,album,53,['Kaśka Sochacka'],185,1,254383,False,4srUcUkIP3NejBuRvQz3Gv,False,True,Niebo było różowe,58,5,track,2021-11-26,[]
POST MORTEM,album,62,['Dillom'],185,1,176568,True,6ZvsmvXknoN8uK2MSEGpwT,False,True,220,60,14,track,2021-12-01,"['trap', 'argentine trap']"
một đời,single,46,"['14 Casper', 'Bon Nghiêm', 'buitruonglinh']",185,1,328240,False,7zJ6yuuOnjjRqbKv1zfCAl,False,True,một đời,56,1,track,2022-12-21,"['vietnam indie', 'vietnamese lo-fi', 'v-pop', 'vinahouse']"
是你,single,49,['梦然'],185,1,223029,False,7gYKASXibOLyet8JTBJOO2,False,True,是你,59,1,track,2022-07-25,"['c-pop', 'mandopop']"
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],single,61,"['Jung Kook', 'BTS', 'FIFA Sound']",185,1,201391,False,0jY618wuln0b5b8sCxFgjk,False,True,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],71,1,track,2022-11-20,['k-pop']
Thằng Điên,single,47,"['JustaTee', 'Phương Ly']",185,1,234000,False,27Z9T0mSWHYWSj9SNOGvyt,False,True,Thằng Điên,57,1,track,2022-07-11,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
Don't Côi,single,46,"['RPT Orijinn', 'Ronboogz']",185,1,148880,True,3ukrFH17Zl6iEZ2QJ1Zwiy,False,True,Don't Côi,57,1,track,2022-11-20,"['vietnam indie', 'vietnamese hip hop', 'v-pop']"
KOSMIK,compilation,46,['JustaTee'],184,1,217500,False,5kJMW3pK49PvQDtpVryHf5,False,True,Forget About Her,55,9,track,2022-10-31,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
Đã Lỡ Yêu Em Nhiều,single,44,['JustaTee'],185,1,261105,False,3J3nv18iIrOhca1ZWNeuyW,False,True,Đã Lỡ Yêu Em Nhiều,54,1,track,2022-07-11,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
ngủ một mình (tình rất tình),single,49,"['HIEUTHUHAI', 'Negav', 'Kewtiie']",185,1,192000,False,65aTHDZWUdh6WIafu9MtNF,False,True,ngủ một mình (tình rất tình),59,1,track,2022-12-15,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
snowfall,single,70,"['Øneheart', 'reidenshi']",185,1,124065,False,4xF4ZBGPZKxECeDFrqSAG4,False,True,snowfall,80,1,track,2022-01-14,['dark ambient']
vaicaunoicokhiennguoithaydoi,single,49,"['GREY D', 'tlinh']",185,1,225862,False,5PLjpBivzvuaIIqqkQgnRK,False,True,vaicaunoicokhiennguoithaydoi,59,1,track,2022-06-20,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
Chơi Như Tụi Mỹ,single,45,['Andree Right Hand'],185,1,160848,False,255vSRpVq5YYKBJiem1BVx,False,True,Chơi Như Tụi Mỹ,55,1,track,2022-12-30,"['vietnamese hip hop', 'v-pop', 'vinahouse']"
Như Anh Đã Thấy Em,single,44,"['PhucXp', 'Freak D']",185,1,302000,False,7h2zqUH4bYyknNUxsYnS5V,False,True,Như Anh Đã Thấy Em,54,1,track,2022-05-20,"['vietnam indie', 'vietnamese lo-fi', 'v-pop', 'lo-fi']"
dự báo thời tiết hôm nay mưa - Maxi Single,single,48,['GREY D'],185,1,281493,False,65cM1nyMf9pFDZVV8xmPX9,False,True,dự báo thời tiết hôm nay mưa,58,2,track,2022-11-22,"['vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop', 'v-pop']"
Em iu,single,45,"['Andree Right Hand', 'Wxrdie', 'Bình Gold', '2pillz']",185,1,179986,True,5cml547MByVlaVrKU2lJTg,False,True,Em iu,55,1,track,2022-01-30,"['vietnam indie', 'vietnamese hip hop', 'v-pop', 'vinahouse']"
SOS,album,85,['SZA'],185,1,153946,False,3OHfY25tqY28d16oZczHc8,False,True,Kill Bill,76,2,track,2022-12-09,['r&b']
Ngày Đầu Tiên,single,42,['Đức Phúc'],185,1,208939,False,5Msoarj5hk9LguTtiIyqug,False,True,Ngày Đầu Tiên,52,1,track,2022-02-11,"['vietnam indie', 'vietnamese lo-fi', 'v-pop', 'vinahouse']"
2AM,single,48,"['JustaTee', 'BigDaddy']",184,1,258281,False,3DLtPObflLQBodZN8qGODT,False,True,2AM,58,1,track,2022-05-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
DECIDE,album,77,['Djo'],185,1,159245,False,3qhlB30KknSejmIvZZLjOD,False,True,End of Beginning,86,6,track,2022-09-16,['psychedelic pop']
22,album,48,"['MONO', 'Onionn.']",185,1,197333,False,6GxdtMg7DdomU79EodUpfk,False,True,Em Là,53,3,track,2022-08-18,"['vietnam indie', 'vietnamese hip hop', 'v-pop', 'vinahouse']"
Until I Found You (Em Beihold Version),single,66,"['Stephen Sanchez', 'Em Beihold']",183,1,176440,False,1Y3LN4zO1Edc2EluIoSPJN,False,True,Until I Found You (with Em Beihold) - Em Beihold Version,77,1,track,2022-04-22,[]
"3107 4 (feat. Erik, Nâu)",single,45,"['W/N', 'ERIK', 'Nau']",183,1,213913,False,45PPoUgqs3JrhkZGEzSUHT,False,True,"3107 4 (feat. Erik, Nâu)",55,1,track,2022-07-31,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
SOS,album,78,"['SZA', 'Travis Scott']",184,1,239613,False,6koKhrBBcExADvWuOgceNZ,False,True,Open Arms (feat. Travis Scott),81,20,track,2022-12-08,"['rap', 'r&b']"
Khi Mà,single,45,['Ronboogz'],185,1,228630,False,0Lf0ydJp4nbcEkYgPtIUuD,False,True,Khi Mà,55,1,track,2022-12-12,"['vietnam indie', 'vietnamese hip hop', 'v-pop']"
Vọng,album,46,['buitruonglinh'],185,1,296000,False,37rvzhxln4fXxaD6eG1bbR,False,True,Yêu Người Có Ước Mơ,51,4,track,2022-12-14,"['vietnam indie', 'vietnamese lo-fi', 'v-pop', 'vinahouse']"
Harry's House,album,81,['Harry Styles'],185,1,167303,False,4Dvkj6JhhA12EX05fT7y2e,False,True,As It Was,84,4,track,2022-05-20,[]
SOS,album,85,['SZA'],185,1,201800,True,4iZ4pt7kvcaH6Yo8UoZ4s2,False,True,Snooze,86,8,track,2022-12-09,['r&b']
Dawn FM,album,76,['The Weeknd'],184,1,199111,False,0mL82sxCRjrs3br407IdJh,False,True,Is There Someone Else?,78,10,track,2022-01-06,[]
Beatopia,album,75,['beabadoobee'],185,1,177533,False,41P6Tnd8KIHqON0QIydx6a,False,True,the perfect pair,82,6,track,2022-07-15,['bedroom pop']
Một Vạn Năm,album,51,['Vũ.'],184,1,278823,False,6uxuJ8Fr1AAfSPJUF9N1yr,False,True,Bước Qua Mùa Cô Đơn,53,7,track,2022-09-09,"['vietnam indie', 'vietnamese lo-fi', 'v-pop']"
Em Không Khóc (feat. Vũ Phụng Tiên),single,47,"['buitruonglinh', 'Vũ Phụng Tiên']",185,1,269624,False,4N99EuIjwSSFFFMDfTeOLU,False,True,Em Không Khóc (feat. Vũ Phụng Tiên),57,1,track,2022-03-28,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
Hương Mùa Hè,compilation,50,"['GREY D', 'Orange', 'Kai Đinh']",183,1,259114,False,3AejRjgBsFV4HWHjJmmEP7,False,True,lời tạm biệt chưa nói,54,14,track,2022-07-24,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
Gieo,album,51,"['Ngọt', 'Mạc Mai Sương']",185,1,202166,False,6Wi18yv3aoO0ZF4uulguof,False,True,Đá tan,52,8,track,2022-11-25,"['vietnam indie', 'vietnamese hip hop', 'v-pop']"
Hương Mùa Hè,compilation,50,"['SUNI', 'Hoàng Dũng', 'GREY D', 'Orange', 'tlinh']",183,1,222000,False,2qWP5ZarXRsdmxzz3L3BtP,False,True,có hẹn với thanh xuân,54,17,track,2022-07-24,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
Chạy Khỏi Thế Giới Này,single,41,['Da LAB'],185,1,255429,False,2e6uyFP80Vuaz7V7bDWD0e,False,True,Chạy Khỏi Thế Giới Này,51,1,track,2022-06-30,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']"
Vì Anh Đâu Có Biết,single,50,"['Madihu', 'Vũ.']",184,1,241919,False,6VXVYATpQXEIoZ97NnWCmn,False,True,Vì Anh Đâu Có Biết,60,1,track,2022-08-04,"['vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop', 'v-pop']"
GABRIEL,album,70,['keshi'],182,1,150519,False,72sfmdpuO5r8cBDgs7MqZZ,False,True,UNDERSTAND,73,9,track,2022-03-25,[]
Ditto,single,65,['NewJeans'],185,1,185506,False,3r8RuvgbX9s7ammBn07D3W,False,True,Ditto,76,1,track,2022-12-19,['k-pop']
Lý Do Nào Để Quay Lại Với Nhau,single,43,"['PAR SG', 'New$oulZ']",185,1,116142,False,11OxuU5y7ebAJyKaY8dOl0,False,True,Lý Do Nào Để Quay Lại Với Nhau,54,1,track,2022-05-20,"['vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop', 'v-pop']"
Một Vạn Năm,album,51,"['Vũ.', 'TRANG']",184,1,276500,False,7eDrdQ7PK9Xm1CZCKWsgmH,False,True,Anh Nhớ Ra (feat. TRANG),53,9,track,2022-09-09,"['vietnam indie', 'vietnamese lo-fi', 'v-pop']"
NewJeans 1st EP 'New Jeans',single,71,['NewJeans'],185,1,179026,False,0a4MMyCrzT0En247IhqZbD,False,True,Hype Boy,74,2,track,2022-08-01,['k-pop']
emails i can't send,album,79,['Sabrina Carpenter'],183,1,163648,False,6dgUya35uo964z7GZXM07g,False,True,Nonsense,83,9,track,2022-07-15,[]
Có em,single,46,"['Madihu', 'Low G']",184,1,218512,False,6Hs2xIgB8nzyGFDvVA8lFa,False,True,Có Em,56,1,track,2022-04-22,"['vietnam indie', 'vietnamese hip hop', 'v-pop']"
Door To Nowhere,album,46,['Thịnh Suy'],185,1,256663,False,1dUmmBh2nw8XzEI3au0uFs,False,True,Chết Trong Em,53,5,track,2022-11-17,"['vietnam indie', 'vietnamese lo-fi', 'v-pop']"
SMITHEREENS,album,73,['Joji'],185,1,233453,False,2mlNgAeIBnL78ZriXgrRHz,False,True,Glimpse of Us,79,1,track,2022-11-04,[]
GABRIEL,album,70,['keshi'],182,1,212784,True,2bdVgAQgosGUJoViVDNeOV,False,True,LIMBO,71,10,track,2022-03-25,[]
Nói Dối,single,47,['Ronboogz'],185,1,206139,False,3ET3xHCLMGd57u06A9RjJ0,False,True,Nói Dối,57,1,track,2022-12-12,"['vietnam indie', 'vietnamese hip hop', 'v-pop']"
SOS,album,78,['SZA'],184,1,153946,False,1Qrg8KqiBpW07V7PNxwwwL,False,True,Kill Bill,84,2,track,2022-12-08,['r&b']
CHARLIE,album,65,"['Charlie Puth', 'Jung Kook', 'BTS']",184,1,154486,False,5Odq8ohlgIbQKMZivbWkEo,False,True,Left and Right (Feat. Jung Kook of BTS),70,6,track,2022-10-06,"['k-pop', 'soft pop', 'pop']"
rapunzel,album,67,['Dhruv'],185,1,171743,False,0QzuaeCEEOV40Pn7IvKEny,False,True,double take,75,3,track,2022-01-21,[]
this is what ____ feels like (Vol. 1-4),album,70,['JVKE'],182,1,209259,False,5odlY52u43F5BjByhxg7wg,False,True,golden hour,74,3,track,2022-09-23,[]
I'm Good (Blue),single,72,"['David Guetta', 'Bebe Rexha']",184,1,175238,True,4uUG5RXrOk84mYEfFvj3cK,False,True,I'm Good (Blue),82,1,track,2022-08-26,"['edm', 'dance']"
就忘了吧,single,44,['1K'],185,1,203221,False,0DHk1BgLDEddRvZ4wy5s6a,False,True,就忘了吧,54,1,track,2022-03-22,"['chinese r&b', 'c-pop', 'mandopop']"
NUNA,single,41,['隊長'],185,1,222612,False,6L5ImrjJJKVYJQzjpARPXj,False,True,NUNA,51,1,track,2022-08-31,"['chinese r&b', 'chinese hip hop', 'c-pop', 'mandopop']"
Love For You,single,62,"['LOVELI LORI', 'ovg!']",185,1,170233,False,2DkKddV2e952EAteyuV0wP,False,True,Love For You,72,1,track,2022-05-21,"['anime rap', 'meme rap', 'phonk']"
爱怎么了,single,49,['陈村长'],185,1,239076,False,0c9gjnRGBRke9VmLaZWmhM,False,True,爱怎么了,59,1,track,2022-04-27,"['chinese r&b', 'c-pop', 'mandopop']"
People,single,64,['Libianca'],185,1,184791,False,26b3oVLrRUaaybJulow9kz,False,True,People,74,1,track,2022-12-06,"['afrobeats', 'afrobeat']"
Pasilyo,single,63,['SunKissed Lola'],185,1,270250,False,0uZFcsx96wzbixsULmrg8o,False,True,Pasilyo,73,1,track,2022-10-28,"['p-pop', 'pinoy indie', 'opm', 'harana', 'kundiman']"
P.S. I LOVE YOU,single,56,['Paul Partohap'],184,1,240903,False,1w3azB0VuRFp79AduIwrIy,False,True,P.S. I LOVE YOU,67,1,track,2022-06-15,[]
Romantic Homicide,single,72,['d4vd'],182,1,132630,False,1xK59OXxi2TAAAbmZK0kBL,False,True,Romantic Homicide,82,1,track,2022-07-20,[]
Still Life,single,52,['BIGBANG'],184,1,188369,False,3TSLqZssCoCdDlMhCJ08XW,False,True,Still Life,63,1,track,2022-04-05,['k-pop']
Old Love,single,61,"['yuji', 'putri dahlia']",185,1,249382,False,3W4U7TEgILGpq0EmquurtH,False,True,Old Love,71,1,track,2022-08-19,[]
HEROES & VILLAINS,album,82,"['Metro Boomin', 'Future', 'Don Toliver']",183,1,199920,True,2Hh3ETdQKrmSI3QS0hme7g,False,True,Too Many Nights (feat. Don Toliver & with Future),81,3,track,2022-12-02,['rap']
Good God!,single,67,['Rio Romeo'],185,1,211000,False,0EF1EE8zusg3Y869e56JFd,False,True,Nothing's New,77,4,track,2022-09-23,[]
SOS,album,85,['SZA'],185,1,180853,True,5Y35SjAfXjjG0sFQ3KOxmm,False,True,Nobody Gets Me,84,14,track,2022-12-09,['r&b']
DIMENSION : ANSWER,album,62,['ENHYPEN'],185,1,184601,False,5elW2CKSoqjYoJ32AGDxf1,False,True,Polaroid Love,69,10,track,2022-01-10,['k-pop']
HEROES & VILLAINS,album,82,"['Metro Boomin', 'The Weeknd', '21 Savage']",183,1,221520,True,2dHHgzDwk4BJdRwy9uXhTO,False,True,Creepin' (with The Weeknd & 21 Savage),79,10,track,2022-12-02,[]
Gemini Rights,album,73,['Steve Lacy'],185,1,232066,True,4k6Uh1HXdhtusDW5y8Gbvy,False,True,Bad Habit,79,5,track,2022-07-15,[]
BABYDOLL,single,63,['Ari Abdul'],185,1,196235,True,5rPNVwYjVEgkq6YNPki4Zc,False,True,BABYDOLL,73,1,track,2022-02-22,[]
After LIKE,single,59,['IVE'],184,1,176973,False,2gYj9lubBorOPIVWsTXugG,False,True,After LIKE,69,1,track,2022-08-22,['k-pop']
i'm yours,single,67,['Isabel LaRosa'],185,1,145667,False,37vVp2sWHuuIBOSl1NswP6,False,True,i'm yours,76,1,track,2022-10-28,[]
I NEVER DIE,album,62,['(G)I-DLE'],183,1,174386,False,0IGUXY4JbK18bu9oD4mPIm,False,True,TOMBOY,68,1,track,2022-03-14,['k-pop']
Murder In My Mind,single,63,['Kordhell'],185,1,145000,True,6qyS9qBy0mEk3qYaH8mPss,False,True,Murder In My Mind,73,1,track,2022-01-21,"['drift phonk', 'phonk']"
LOVE DIVE,single,59,['IVE'],184,1,177186,False,0Q5VnK2DYzRyfqQRJuUtvi,False,True,LOVE DIVE,69,1,track,2022-04-05,['k-pop']
Proof,album,73,['BTS'],185,1,242333,False,3YspylwDrs1LuzPONbKmAL,False,True,FAKE LOVE,68,12,track,2022-06-10,['k-pop']
POP CUBE,album,60,['imase'],183,1,210600,False,3gmn76fCtpDazGMnN0QMHX,False,True,NIGHT DANCER,68,6,track,2022-11-09,['j-pop']
Midnights,album,79,['Taylor Swift'],183,1,200690,False,0V3wPSX9ygBnCm8psDIegu,False,True,Anti-Hero,79,3,track,2022-10-21,[]
Everything I Know About Love,album,73,['Laufey'],185,1,173640,False,4KGGeE7RJsgLNZmnxGFlOj,False,True,Falling Behind,77,10,track,2022-08-26,[]
Doja,single,64,['Central Cee'],184,1,97392,True,3LtpKP5abr2qqjunvjlX5i,False,True,Doja,75,1,track,2022-07-21,"['uk drill', 'drill', 'grime']"
The Astronaut,single,60,['Jin'],185,1,282463,False,0h7QMc9ZRzA9QJrbEHytn2,False,True,The Astronaut,70,1,track,2022-10-28,['k-pop']
NewJeans 1st EP 'New Jeans',single,71,['NewJeans'],185,1,177946,False,5expoVGQPvXuwBBFuNGqBd,False,True,Hurt,69,4,track,2022-08-01,['k-pop']
Takin' It Back,album,67,['Meghan Trainor'],185,1,134256,False,0QHEIqNKsMoOY5urbzN48u,False,True,Made You Look,76,2,track,2022-10-21,[]
Everything I Know About Love,album,73,['Laufey'],185,1,168906,False,6cx5CvFhqN19efStehJqoW,False,True,Valentine,75,3,track,2022-08-26,[]
Good Looking,single,69,['Suki Waterhouse'],185,1,214800,False,0j3mqDTK4Z6lvrLzFCUUz6,False,True,Good Looking,80,1,track,2022-08-18,[]
FEARLESS,single,61,['LE SSERAFIM'],185,1,196540,False,6wBpO4Xc4YgShnENGSFA1M,False,True,Sour Grapes,67,5,track,2022-05-02,['k-pop']
HEROES & VILLAINS,album,82,"['Metro Boomin', 'Travis Scott', 'Young Thug']",183,1,194786,True,5wG3HvLhF6Y5KTGlK0IW3J,False,True,Trance (with Travis Scott & Young Thug),80,6,track,2022-12-02,"['trap', 'rap', 'melodic rap']"
NewJeans 1st EP 'New Jeans',single,71,['NewJeans'],185,1,180066,False,2pIUpMhHL6L9Z5lnKxJJr9,False,True,Attention,72,1,track,2022-08-01,['k-pop']
ANTIFRAGILE,single,60,['LE SSERAFIM'],185,1,156354,False,1sZBzYhrQG40zcSuKkI93c,False,True,Good Parts (when the quality is bad but I am),62,5,track,2022-10-17,['k-pop']
Being Funny In A Foreign Language,album,73,['The 1975'],185,1,326490,False,1fDFHXcykq4iw8Gg7s5hG9,False,True,About You,81,10,track,2022-10-14,[]
Guitar Songs,single,73,['Billie Eilish'],183,1,281380,False,3GYlZ7tbxLOxe6ewMNVTkw,False,True,TV,82,1,track,2022-07-21,[]
NewJeans 1st EP 'New Jeans',single,71,['NewJeans'],185,1,235562,False,2DwUdMJ5uxv20EhAildreg,False,True,Cookie,68,3,track,2022-08-01,['k-pop']
Jack In The Box,album,65,['j-hope'],184,1,180022,False,7GARzfC1mwhDuk4t9WOACq,False,True,MORE,68,3,track,2022-07-15,"['k-pop', 'k-rap']"
Mercury - Acts 1 & 2,album,77,['Imagine Dragons'],183,2,165264,False,54ipXppHLA8U4yqpOFTUhr,False,True,Bones,78,1,track,2022-07-01,[]
Superache,album,74,['Conan Gray'],183,1,248818,False,5UXJzLFdBn6u9FJTCnoHrH,False,True,Memories,76,11,track,2022-06-24,[]
Shut up My Moms Calling (Sped up),single,63,['Hotel Ugly'],185,1,135529,False,31mzt4ZV8C0f52pIz1NSwd,False,True,Shut up My Moms Calling (Sped up),73,1,track,2022-09-14,[]
Indigo,album,68,"['RM', 'Youjeen']",185,1,273499,False,1AZjCZSGEjlxUufFQwSszF,False,True,Wild Flower (with youjeen),72,9,track,2022-12-02,"['k-pop', 'k-rock', 'k-rap']"
Twelve Carat Toothache,album,69,"['Post Malone', 'Doja Cat']",183,1,192840,True,0O6u0VJ46W86TxN9wgyqDj,False,True,I Like You (A Happier Song) (with Doja Cat),73,5,track,2022-06-03,[]
Mercury - Acts 1 & 2,album,77,"['Imagine Dragons', 'JID', 'Arcane', 'League of Legends']",183,1,173381,False,3CIyK1V4JEJkg02E4EJnDl,False,True,Enemy (with JID) - from the series Arcane League of Legends,77,1,track,2022-07-01,[]
SOS,album,85,['SZA'],185,1,181080,True,2GAhgAjOhEmItWLfgisyOn,False,True,Low,77,4,track,2022-12-09,['r&b']
NVMD,single,59,['Denise Julia'],185,1,181224,True,7ArVzlFsFsQXNseVXmdOyk,False,True,NVMD,69,1,track,2022-02-04,['pinoy r&b']
Noise Waterfalls,single,69,['Misa Bee'],185,1,145251,False,3WEhUtfxXaoRrpSIZ1XzQY,False,True,Loud Noise Sound,77,2,track,2022-01-18,[]
next door (feat. ASTN),single,55,"['Amelia Moore', 'ASTN']",183,1,208313,False,08HGey7e94Ez3ZurG1IXTP,False,True,next door (feat. ASTN),65,1,track,2022-09-23,[]
wutiwant,single,61,['saraunh0ly'],185,1,193515,False,7IA9HiB4aJLelO0W9jd3Oo,False,True,wutiwant,71,1,track,2022-12-25,[]
小城夏天,single,47,['LBI利比'],185,1,173382,False,4QZMBVrBLAvBryj8ZJIIY2,False,True,小城夏天,57,1,track,2022-04-02,"['chinese r&b', 'c-pop', 'taiwanese pop', 'mandopop', 'chinese hip hop']"
11 (with Hooleeger),single,45,"['隊長', '黃禮格']",185,1,234817,False,5eDJH4MfpRQM9S9WTiu7yU,False,True,11 (with Hooleeger),55,1,track,2022-01-01,"['chinese r&b', 'chinese hip hop', 'c-pop', 'mandopop']"
字字句句,single,51,['卢卢快闭嘴'],185,1,200000,False,7fAdinC2UTc0Y9GiKrkTtu,False,True,字字句句,61,1,track,2022-12-29,"['c-pop', 'mandopop']"
Calm Down (with Selena Gomez),single,67,"['Rema', 'Selena Gomez']",183,1,239317,False,0WtM2NBVQNNJLh6scP13H8,False,True,Calm Down (with Selena Gomez),77,1,track,2022-08-25,"['afrobeats', 'afrobeat', 'afropop', 'pop']"
KICK BACK,single,59,['Kenshi Yonezu'],185,1,193495,False,3khEEPRyBeOUabbmOPJzAG,False,True,KICK BACK,70,1,track,2022-10-12,"['j-pop', 'anime', 'j-rock']"
How Do I Say Goodbye,single,63,['Dean Lewis'],183,1,163603,False,5hnGrTBaEsdukpDF6aZg8a,False,True,How Do I Say Goodbye,73,1,track,2022-08-31,[]
"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",single,68,['OneRepublic'],183,1,148485,False,4h9wh7iOZ0GGn8QVp4RAOB,False,True,I Ain't Worried,78,1,track,2022-05-13,['soft pop']
Twenty-Five Twenty-One OST Part 4,single,48,['Wonstein'],185,1,204229,False,2tmX4T7ODY34NwvQ3DD3MC,False,True,Your Existence,58,1,track,2022-02-26,['k-rap']
I love,single,58,['(G)I-DLE'],183,1,178453,False,6NnCWIWV740gP7DQ8kqdIE,False,True,Nxde,67,1,track,2022-10-17,['k-pop']
